Id,Name,MajorId,EMark,AMark,SchoolId,EYear,LStatus,EForm
18133057,Phan Duy Khoa,7480108C,25.5,5.4200001,700,2018,2,1
18133058,Lê An Nhân,7210404C,21.5,5.7399998,3273,2018,3,2
18133059,??ng ??c B?o,7510202C,24.75,5.9400001,2819,2018,4,1
18133060,?? M?nh Châu,7510102C,29.25,3.05,1418,2018,1,3
18133061,Nguy?n B?o Hà,7480108A,29.5,3.9400001,2891,2018,1,1
18133062,Hu?nh Y?n Khuê,7520117,16.5,8.7299995,3276,2018,4,1
18133063,Lý Th?y  Tài,7510102A,28.75,4.2399998,3635,2018,3,2
18133064,Nguy?n M?nh ?ào,7580205,29.75,6.1399999,1137,2018,4,2
18133065,Lý ??c Vi?t,7510303,18.75,7.96,1952,2018,4,1
18133066,H? Lan Thành,7480118,29.5,3.0999999,1874,2018,1,1
18133067,Lê Thu Thiên,7480118,29.25,9.1599998,2542,2018,2,2
18133068,H? Ng?c Ân,7510301C,24.5,9.2399998,1816,2018,4,2
18133069,Phan H?i Trung,7510406,21.5,9.3100004,140,2018,2,1
18133070,Hu?nh Gia Nhi,7510203C,22.5,5.25,1110,2018,1,2
18133071,Bùi Huy Khang,7520212,23.75,5.1199999,3876,2018,1,3
18133072,Hoàng Duy Bình,7510102C,28.75,1.22,1702,2018,2,3
18133073,??ng Hoàng Th?ch,7540101,19.25,1.91,3982,2018,3,2
18133074,D??ng Nh? B?ng,7510209,17.25,7.8600001,745,2018,4,3
18133075,Ph?m H?i Ngân,7510303C,19.75,5.3800001,3030,2018,1,3
18133076,Lê Thành C?nh,7140231,29.75,9.8100004,2750,2018,2,1
18133077,Ph?m Th?y Mai,7340301C,26.25,0.56999999,4038,2018,1,1
18133078,D??ng Y?n C?nh,7510203C,15.25,4.77,4003,2018,3,2
18133079,Phan Yên ??c,7510406C,15.25,1.63,2571,2018,3,1
18133080,Ph?m ?ình Nam,7510302N,24.25,4.2199998,3425,2018,4,1
18133081,H? Kh?i Thành,7510201A,26.75,7.7399998,1026,2018,2,3
18133082,?? Mai Nhân,7510102C,24.25,2.29,1140,2018,2,3
18133083,Hoàng Th?o L?c,7510102,29.5,8.0799999,2538,2018,2,2
18133084,Hu?nh B?o H?nh,7480108A,18.25,1.8200001,1191,2018,3,3
18133085,Tr?n Th?y Khang,7510601,29.25,9.8400002,3855,2018,2,1
18133086,H? Mai L?i,7480118,27.75,8.0500002,276,2018,4,2
18133087,D??ng Th?o Giang,7580101,19.5,2,3504,2018,2,2
18133088,?? Hoài Lan,7549002,17.75,4.79,2654,2018,1,1
18133089,Ngô Lan Khanh,7510601A,26.25,1.03,257,2018,1,1
18133090,V? Ng?c Khuê,7340301C,17.25,4.6999998,238,2018,2,3
18133091,V? Tu?n Sinh,7480108A,24.25,9.8000002,1009,2018,2,3
18133092,Ph?m Anh Nhi,7510203C,22.5,0.18000001,415,2018,4,2
18133093,V? Minh Nhân,7510202A,24.25,1.84,3887,2018,4,2
18133094,Lý Minh Lan,7510302,19.25,2.6700001,1344,2018,4,3
18133095,Lê Gia Bình,7340301C,25.25,2.45,299,2018,4,2
18133096,Hu?nh H?i Ph??ng,7520117,29.25,9.21,1573,2018,1,1
18133097,D??ng Vi Tín,7510206C,29.5,8.96,1196,2018,2,2
18133098,Ngô Khánh B?o,7510208,19.75,0.74000001,3495,2018,2,1
18133099,??ng Tu?n Tú,7510801,29.5,5.6300001,3484,2018,4,3
18133100,Phan Vi Toàn,7480108,27.25,0.38,2867,2018,2,3
18133101,Hu?nh M?nh Vi?t,7510303A,29.5,4.9699998,2459,2018,2,1
18133102,??ng Minh Hông,7340301C,28.75,9.5100002,2715,2018,2,1
18133103,??ng Vi Giang,7510301,21.5,7.5599999,2895,2018,2,2
18133104,D??ng Kh?i Long,7549002,19.75,1.9400001,2807,2018,2,3
18133105,V? Th?o Lam,7480118,17.75,8.8800001,434,2018,4,2
18133106,Hu?nh Th?o Tín,7510301A,24.25,3.6700001,620,2018,2,3
18133107,Hu?nh ?ình Trung,7510205,17.5,9.4499998,3650,2018,4,2
18133108,Nguy?n H?i Kh?i,7510402,15.25,4.0900002,3244,2018,2,3
18133109,H? Kh?i Tú,7510206A,16.75,8.6999998,1963,2018,1,1
18133110,Lê Y?n ?oan,7510201,24.5,9.8400002,1848,2018,4,2
18133111,H? Hoài Hi?n,7580101,23.25,3.0799999,3782,2018,2,3
18133112,Lê Tu?n Giang,7510203A,28.75,2.6400001,3472,2018,4,2
18133113,?? ??c Bình,7510303,29.25,0.52999997,2104,2018,4,1
18133114,Hoàng Vân Khuê,7510206C,18.5,1.78,1801,2018,4,2
18133115,D??ng Kh?i ??t,7510102A,27.25,1.24,2073,2018,2,1
18133116,Ngô Qu?nh Th?ch,7480118,16.5,1.14,3708,2018,1,3
18133117,H? Công Giang,7340120,19.5,9.8000002,3220,2018,1,1
18133118,Tr?n Nh?t Hòa,7340301,24.25,8.3800001,2080,2018,3,2
18133119,Lê An Lâm,7580103,26.75,1.1799999,734,2018,2,3
18133120,Ngô B?o Hà,7540101,20.25,1.09,1526,2018,2,2
18133121,H? Thành Tín,7480201,25.75,9.5699997,972,2018,1,2
18133122,Ph?m Vi Ng?c,7580205,26.5,9.9200001,1762,2018,1,3
18133123,Hoàng Kh?i L?i,7540101,19.5,9.5200005,744,2018,2,3
18133124,Nguy?n Anh Nhi,7510205C,24.75,1.2,3338,2018,2,2
18133125,Hu?nh Kh?i Th?ch,7510205,24.25,7.1799998,3221,2018,1,1
18133126,Ngô B?o Hi?n,7580205,20.5,0.63,224,2018,1,1
18133127,Lê Yên Khuê,7480203,20.5,1.55,3965,2018,3,2
18133128,Ph?m V? Hông,7510202,16.5,2.8399999,1584,2018,3,1
18133129,Bùi Hi?u Hông,7480108A,16.25,1.54,491,2018,4,2
18133130,V? Lan S?n,7210404,23.75,7.4200001,3975,2018,3,1
18133131,Lý H?i Nam,7510601A,19.5,9.7200003,830,2018,3,2
18133132,Tr?n Lan Sinh,7540209C,26.25,8.4799995,3435,2018,2,1
18133133,??ng Gia Thiên,7520117,21.75,1.85,3222,2018,1,3
18133134,Bùi H?i ??t,7510605,27.25,4.1700001,1114,2018,3,3
18133135,Lý Hi?u Ph??ng,7510303,15.5,2.27,2255,2018,2,3
18133136,Nguy?n Hi?u Long,7210404,19.25,7.6799998,3973,2018,2,2
18133137,H? Khánh Di?m,7340301,28.75,2.0599999,2036,2018,4,2
18133138,Ngô Nh? Sinh,7510801C,24.25,5.4899998,830,2018,3,1
18133139,Hoàng Duy Bình,7510205,18.5,6.3600001,3735,2018,4,2
18133140,Lê Kh?i B?o,7540101A,16.5,6.0599999,3339,2018,2,3
18133141,??ng Nh? S?n,7580103,28.75,3,2562,2018,3,2
18133142,Ph?m Anh Lan,7510303,23.5,9.7399998,3842,2018,3,1
18133143,H? Minh Khuê,7510605,20.25,6.3600001,2515,2018,2,3
18133144,Hu?nh An Trung,7510209,27.25,7.2399998,3232,2018,4,2
18133145,H? Xuân Khang,7340301,24.25,0.69999999,549,2018,3,3
18133146,Lê Mai Sinh,7480118,23.75,9.3100004,2202,2018,4,3
18133147,H? Vi ?ào,7510601A,24.75,1.29,1317,2018,4,3
18133148,Hoàng Vân Mai,7580302,27.5,8.8500004,1368,2018,3,3
18133149,V? M?nh Mi,7510301C,29.25,7.9699998,3942,2018,1,3
18133150,??ng Duy ?ào,7540209C,15.5,4.8200002,2380,2018,4,2
18133151,?? Anh B?ng,7510205,24.75,4.9299998,1997,2018,2,3
18133152,Lý Thu Lam,7480118,27.5,8.71,2180,2018,3,2
18133153,?? Huy Khanh,7480118,20.75,6.9200001,2677,2018,2,1
18133154,Lý H?i  Tài,7340120,23.5,4.9000001,331,2018,3,3
18133155,Lê Thi?n Linh,7580205,18.5,7.4099998,1280,2018,2,2
18133156,Ph?m Thành Tú,7480201,28.5,7.3000002,822,2018,1,1
18133157,Lê Kh?i Di?m,7340301C,21.25,8.4200001,1053,2018,4,3
18133158,Hoàng Yên Ph??ng,7510302C,22.5,3.3699999,36,2018,1,2
18133159,Hu?nh Hi?u Lâm,7580103,19.5,8.71,3614,2018,2,1
18133160,Nguy?n M?nh B?o,7480108,15.25,2.3800001,2415,2018,2,1
18133161,Ph?m M?nh Linh,7510301C,19.75,1.12,1209,2018,3,3
18133162,Lê Hoàng Lâm,7510302N,29.75,4.4200001,4113,2018,1,1
18133163,Lê Tu?n S?n,7510202C,24.5,1.77,252,2018,2,1
18133164,Lý Thanh Nhân,7549002,22.75,5.3299999,1622,2018,1,3
18133165,Ph?m Trâm Hà,7340122,19.25,5.3400002,59,2018,4,1
18133166,??ng ?ình Anh,7510205,19.75,2.6500001,717,2018,1,2
18133167,Hoàng Ái Minh,7510202C,29.75,4.6300001,2023,2018,1,1
18133168,Hoàng V? Dung,1510201C,25.5,2.49,64,2018,1,3
18133169,Ngô Nh?t Nhân,7510205,26.25,6.9099998,282,2018,4,2
18133170,Lý Nh? Dung,7210403,21.5,9.0200005,2675,2018,1,2
18133171,Lê Công Toàn,7340301C,25.25,1.7,2465,2018,2,2
18133172,Nguy?n Anh Vi?t,7580101,20.5,2.51,1604,2018,4,3
18133173,Bùi ?ình Dung,7510202N,27.75,0.80000001,533,2018,4,3
18133174,Hu?nh Ng?c Long,7510206A,16.5,4.71,3800,2018,2,3
18133175,V? Hoài H?nh,7510406,27.25,7.1700001,2637,2018,2,3
18133176,?? Y?n Nam,7510605,17.25,9.29,2126,2018,1,3
18133177,Bùi Mai H?i,7510202N,29.5,0.41999999,1474,2018,1,3
18133178,V? ?ình Nam,7480108A,19.25,6.6500001,1742,2018,3,1
18133179,V? Khánh ??c,7210404C,24.25,0.34999999,2555,2018,3,3
18133180,Ngô Ng?c ?ào,7810202,21.5,1.09,78,2018,4,2
18133181,Nguy?n Xuân Trung,7480118,19.25,2.3399999,2661,2018,2,1
18133182,?? ?ình H?nh,7480108A,15.5,5.0300002,3071,2018,4,1
18133183,Hoàng Thành An,7510206A,16.75,5.27,2618,2018,2,1
18133184,Tr?n Thi?n Lam,7510402,24.5,8.2600002,1491,2018,1,1
18133185,Phan Vân Tín,7540209C,25.5,6.5999999,1140,2018,3,3
18133186,??ng V? L?i,7510303A,25.75,4.8000002,2471,2018,3,2
18133187,Nguy?n Huy M?nh,7510605,22.25,4.8699999,749,2018,1,1
18133188,Hoàng ??c Lâm,7540101C,27.25,4.23,873,2018,1,3
18133189,Nguy?n Thanh Trung,7480108C,16.25,2.73,648,2018,1,1
18133190,Lý Trâm Ngân,7540101,20.75,6.9499998,555,2018,3,3
18133191,Nguy?n Vi Khanh,7220201,20.75,2.1800001,2103,2018,1,1
18133192,Ph?m Th?y Nhi,7510401,28.75,9.4799995,1702,2018,2,1
18133193,Ph?m B?o H?i,7510601,24.5,8.3900003,3673,2018,4,1
18133194,V? Nh? Tú,7510401,23.25,0.23999999,1768,2018,2,3
18133195,??ng Nh? Nhân,7580302,29.25,0.54000002,651,2018,3,2
18133196,Hoàng Hi?u M?nh,7140231,21.5,2.99,1463,2018,3,1
18133197,Phan Thành ?ào,7510201,18.25,7.0599999,2034,2018,1,3
18133198,Lê Nh?t H?i,7210404C,24.75,3.8699999,727,2018,2,1
18133199,D??ng ??c  Tài,7510206C,16.75,4.3800001,3664,2018,3,3
18133200,Hu?nh Hoài Linh,7510302,23.75,6.6700001,3672,2018,1,3
18133201,D??ng ?ình Bích,7480108A,26.25,5.1199999,3743,2018,2,1
18133202,V? Nh? Lam,7480108C,26.5,9.96,1974,2018,4,3
18133203,Nguy?n Hoài C?nh,7510402,27.5,4.2600002,2937,2018,1,2
18133204,Ph?m Thanh Ái,7480203,15.5,9.3299999,299,2018,1,1
18133205,Lê Mai H?nh,7340301,16.25,8.1499996,2538,2018,2,3
18133206,Ph?m Hoài Hòa,7510605,18.5,7.7199998,334,2018,2,1
18133207,Ngô Vân L?i,7480203,22.25,4.6199999,2094,2018,1,3
18133208,Ngô V? Giang,7340120,25.5,1.9400001,2883,2018,4,2
18133209,D??ng Hoài Lam,7340122,20.5,5.9200001,3906,2018,3,2
18133210,Lý Khánh Thiên,7540209,22.25,3.3800001,3869,2018,4,3
18133211,Ngô M?nh Ân,7510206A,15.5,5.6500001,3990,2018,4,2
18133212,Lê B?o Sinh,7510302,25.75,3.6099999,1438,2018,4,2
18133213,Lê Nh?t Nguy?t,7480201C,23.25,6.8299999,2687,2018,2,3
18133214,??ng Ng?c Thành,7510106,28.25,5.7199998,3728,2018,1,2
18133215,V? Hoài Di?m,7510406,17.75,3.97,1823,2018,1,1
18133216,Tr?n Hi?u Nam,7510209,18.75,2.4000001,1942,2018,4,1
18133217,Bùi Thành Hoàng,7540101A,19.5,2.9300001,2531,2018,2,1
18133218,??ng Khánh Di?m,7340301C,17.75,3.98,3972,2018,3,1
18133219,??ng V? Ngân,7480201A,21.25,0.22,1451,2018,4,3
18133220,Ph?m B?o Hà,7510201A,21.5,4.21,1954,2018,1,3
18133221,Lý Ái Khoa,7510406,21.75,9.8599997,2265,2018,2,1
18133222,Tr?n Khánh  Tài,7510206,23.75,2.5899999,2832,2018,4,2
18133223,V? B?o Thành,7510203C,18.75,5.1500001,3859,2018,3,3
18133224,Lê Yên Nam,7510303,22.25,6.1300001,1794,2018,2,1
18133225,Ngô Khánh Bích,7540101C,27.25,2.6800001,60,2018,3,3
18133226,??ng Vân Nhi,7580103,19.25,1.38,3396,2018,1,2
18133227,D??ng Duy Hoàng,7540209C,29.75,7.8200002,1882,2018,3,1
18133228,Bùi ?ình Toàn,7140231,24.25,6.9099998,2543,2018,2,1
18133229,Ph?m Vân ??t,7810202,28.75,5.8400002,303,2018,4,2
18133230,Lê Thanh ?an,7580205,28.75,0.22,3016,2018,2,3
18133231,Phan An Thành,7540101,18.75,3.3800001,3772,2018,1,1
18133232,Lê Tu?n H?u,7510205,19.75,7.0599999,2121,2018,4,2
18133233,H? Ng?c Sinh,7510801,27.75,7.6900001,1546,2018,2,2
18133234,Nguy?n Ng?c Nam,7340301,16.5,4.9499998,831,2018,1,3
18133235,??ng Thi?n Sinh,7480108A,18.5,6.2600002,3646,2018,3,2
18133236,??ng V? Khuê,7510406,28.5,1.77,439,2018,2,2
18133237,D??ng Ái ?oan,7510106,20.75,7.8400002,2502,2018,1,3
18133238,??ng Trâm An,7540101,17.5,3.0799999,1999,2018,1,2
18133239,D??ng Công B?o,7340120,27.75,2.7,3934,2018,1,2
18133240,V? ?ình Bình,7510203A,23.25,0.15000001,457,2018,4,2
18133241,Lý Mai Bích,7580205,21.5,4.4200001,2292,2018,4,3
18133242,Bùi Ái Trung,7510401,17.5,5.5700002,1344,2018,4,1
18133243,D??ng Lan ??c,7540101C,25.5,4.5500002,898,2018,1,1
18133244,Tr?n Thi?n Thiên,7510205,25.75,0.94,2188,2018,1,3
18133245,H? ??c Nhi,7140231,18.25,3.3699999,2400,2018,4,2
18133246,Phan H?i ?an,7540101C,18.5,9.75,615,2018,3,2
18133247,Tr?n Qu?nh Tín,7480201C,27.25,7.1900001,665,2018,1,2
18133248,Ngô Ng?c Hông,7480108,20.25,0.67000002,2174,2018,3,2
18133249,Lê Th?o M?nh,7520117,28.25,3.23,666,2018,3,1
18133250,Phan Hi?u Toàn,7510206A,16.5,7.4200001,4068,2018,3,2
18133251,Hoàng Yên Ph??ng,7580101,19.5,1.1900001,3822,2018,2,2
18133252,Nguy?n V? Lam,7510302,18.75,9.3100004,3879,2018,3,2
18133253,V? Hoài Lam,7480118,29.75,9.1099997,577,2018,3,3
18133254,Ph?m Nh?t Ái,7510203,28.75,3.6900001,1069,2018,1,2
18133255,V? Thành Mi,7540101,17.75,0.07,2551,2018,3,1
18133256,?? Gia Ái,7510106,21.25,3.5,378,2018,1,3
18133257,Nguy?n Vi Khôi,7480118,19.75,5.6399999,261,2018,4,1
18133258,Nguy?n Hoài Ái,7510605,28.25,0.28,3698,2018,2,1
18133259,Ph?m Hi?u B?o,7510601C,21.5,2.8399999,2659,2018,1,3
18133260,?? Lan Ng?c,7510203,21.75,4.3099999,4014,2018,1,2
18133261,?? Trâm Thành,7510601A,28.5,9.7399998,3846,2018,3,1
18133262,Hu?nh Th?o Phong,7340301,18.75,6.2800002,2046,2018,4,2
18133263,V? ?ình Mi,7480118,17.75,5.54,3480,2018,2,2
18133264,??ng Thu Châu,7510303A,20.5,5.8200002,556,2018,3,2
18133265,Hu?nh Thu L?i,7540101A,20.75,0.25999999,2376,2018,4,3
18133266,V? Y?n B?o,7580103,27.75,2.9400001,566,2018,2,3
18133267,??ng Mai Ph??ng,7510801C,21.75,8.8800001,610,2018,4,2
18133268,?? Th?o Tín,7510303C,20.25,4.1700001,3942,2018,3,1
18133269,Phan Khánh Mai,7510302A,17.5,9.2200003,840,2018,1,1
18133270,Ngô ?ình Kh?i,7510202N,18.25,0.50999999,1299,2018,2,3
18133271,?? Nh? H?i,7510301A,26.25,5.3200002,128,2018,2,2
18133272,Ph?m Thanh B?ng,7480201,16.75,9.7299995,3661,2018,2,2
18133273,Hoàng ?ình Thiên,7210404,24.25,0.12,4020,2018,2,2
18133274,Hu?nh Xuân Long,7510206,29.25,6.8299999,1038,2018,3,2
18133275,D??ng B?o Khoa,7480201,18.75,4.1500001,1447,2018,1,3
18133276,Bùi Hoài Toàn,7520212,21.75,2.24,2203,2018,3,3
18133277,Phan Vân H?u,7510202C,22.5,6.9499998,1808,2018,1,3
18133278,D??ng V? ?oan,7580302,17.75,5.23,2541,2018,4,3
18133279,H? Mai Di?m,7510202,18.75,2.01,728,2018,2,1
18133280,Hu?nh V? Tú,7810202,19.75,5.9099998,2464,2018,2,2
18133281,Bùi Mai  Tài,7480201,29.75,1.71,2674,2018,4,1
18133282,D??ng Mai Lan,7510102,20.5,8.7200003,3595,2018,3,2
18133283,Ph?m Kh?i Ngân,7510301C,16.25,5.6100001,1675,2018,2,2
18133284,Ngô Vi An,7210404C,21.75,9.9200001,3743,2018,2,2
18133285,Lê Kh?i Sinh,7480201C,26.75,7.5100002,982,2018,3,3
18133286,Ngô Trâm Bích,7540101C,22.75,4.96,1236,2018,1,3
18133287,D??ng Vi Nam,7340301,29.25,1.8,2543,2018,4,2
18133288,Hoàng Nh? M?nh,7510801C,18.5,9.6000004,3177,2018,2,2
18133289,Lý Anh Tri?u,7540209,17.75,3.26,536,2018,1,3
18133290,Lê H?i B?ng,7510605,26.75,3.8,1880,2018,3,2
18133291,Tr?n Nh? ?oan,7510302N,21.25,2.3199999,2311,2018,2,1
18133292,Lê Y?n Ngân,7540209,16.75,5.7600002,1413,2018,1,3
18133293,H? Thành Toàn,7580302,29.75,5.6300001,4004,2018,3,2
18133294,??ng Lan Châu,7340301C,22.75,3.00E-02,3240,2018,1,2
18133295,Ph?m Trâm Nguy?t,7210404C,20.25,3.5999999,3327,2018,4,1
18133296,?? Ng?c Nguy?t,7510301C,22.75,3.6099999,580,2018,1,2
18133297,?? Minh Mi,7340301C,26.25,6.6300001,2281,2018,2,3
18133298,Lý Thi?n Phong,7340122,23.75,7.29,4027,2018,3,3
18133299,V? Kh?i Mai,7540209C,18.25,4.5700002,2851,2018,4,1
18133300,D??ng Trâm Giang,7510303A,17.75,3.76,1050,2018,3,1
18133301,Ph?m ??c Bình,7580103,18.75,3.51,1142,2018,4,2
18133302,Tr?n Nh?t Lan,7510301C,21.75,5.52,1681,2018,2,2
18133303,Ph?m Anh Phong,7540101A,25.25,3.8199999,894,2018,3,2
18133304,H? Thanh B?ng,7540209,26.75,3.0599999,2715,2018,2,2
18133305,Bùi Hi?u H?nh,7580101,18.75,2.5799999,210,2018,2,1
18133306,D??ng Vi Long,7510601A,15.75,7.25,2559,2018,3,3
18133307,?? Anh Ph??ng,7580205,22.5,9.71,1299,2018,1,3
18133308,Ngô Ái L?c,7510601C,22.5,4.8600001,1613,2018,3,1
18133309,??ng Th?o Ph??ng,7140231,29.75,8.6099997,103,2018,4,3
18133310,Tr?n Ng?c Lam,7510605,20.5,2.48,471,2018,3,3
18133311,V? Trâm L?i,7340301,15.5,5,2552,2018,1,1
18133312,Bùi Thi?n B?ng,7510302C,15.25,3.2,549,2018,3,1
18133313,Hu?nh Hoàng Nguy?t,7480108,25.5,6.0700002,1908,2018,1,1
18133314,??ng Thu Bình,7340301C,15.75,6.1599998,1903,2018,4,2
18133315,Nguy?n Hi?u Hoàng,7510206A,18.75,7.29,3176,2018,1,1
18133316,H? ?ình H?nh,7510605,29.5,7.6100001,441,2018,3,1
18133317,Hu?nh Th?o Thiên,7510801,22.5,3.4200001,2808,2018,2,2
18133318,Ph?m Gia Lâm,7510303A,18.25,6.0799999,3359,2018,2,2
18133319,Phan Tu?n Nguy?t,7580302,29.25,8.7600002,709,2018,4,2
18133320,Hu?nh Nh? Lan,7510202N,24.5,0.81,2114,2018,1,3
18133321,Ph?m An Hà,7520212,25.75,9.1099997,3554,2018,3,3
18133322,Hu?nh Huy Thiên,7510605,20.25,7.9099998,3429,2018,1,1
18133323,Ph?m Thi?n M?nh,7210404C,16.25,5.0100002,2139,2018,1,3
18133324,Hoàng Hoàng Phong,7480201C,27.25,6.98,3813,2018,1,1
18133325,Ph?m Duy Long,7580103,19.75,6.1300001,661,2018,3,2
18133326,Nguy?n Thi?n Tri?u,7580101,26.75,4.96,3554,2018,2,2
18133327,Lý Nh? Nhân,7340120,22.75,9.4300003,440,2018,4,1
18133328,Ngô Minh Ng?c,7510201,27.75,7.1300001,3325,2018,1,1
18133329,Ngô Tu?n H?u,7210403,29.75,3.49,3048,2018,1,3
18133330,Hu?nh Th?o B?ng,7540101C,29.75,7.3299999,2492,2018,2,3
18133331,Hoàng Y?n Ân,7510406,16.75,7.3299999,1127,2018,3,1
18133332,D??ng Nh? Lâm,7480203,17.75,1.21,2172,2018,1,3
18133333,Nguy?n An Sinh,7510601C,23.25,8.7799997,2330,2018,4,1
18133334,H? Th?o Châu,7210404,24.5,3.3900001,117,2018,4,2
18133335,V? Ng?c Hông,7510301,15.75,4.5799999,2102,2018,1,3
18133336,Tr?n Huy Ph??ng,7510401,25.5,4.1999998,3177,2018,2,2
18133337,Nguy?n H?i Thiên,7480118,21.25,7.3099999,3574,2018,2,1
18133338,Hoàng Ái ?oan,7480108,15.5,1.5,2751,2018,1,1
18133339,Lý H?i Ái,7340122,21.5,9.6499996,2949,2018,4,1
18133340,Bùi Kh?i Trung,7510206A,19.25,2.5599999,152,2018,3,3
18133341,??ng Hoàng H?nh,7510303,25.25,5.00E-02,3291,2018,4,1
18133342,?? Vi Tín,7510401,25.5,6.48,3135,2018,4,2
18133343,V? B?o Khuê,7510801,29.75,3.3900001,1765,2018,1,1
18133344,Nguy?n Th?o Hông,7540101,25.75,4.2800002,1975,2018,2,3
18133345,V? Y?n Tín,7510303C,29.75,6.3899999,2635,2018,1,1
18133346,Tr?n Xuân H?i,7510102,27.25,7.2199998,3490,2018,4,2
18133347,Phan Thanh Tín,7510605,17.25,9.4399996,3760,2018,4,2
18133348,Ph?m Xuân Lâm,7510401,28.75,2.52,320,2018,3,3
18133349,Ngô Th?y Th?ch,7340122,28.75,5.3299999,1190,2018,1,3
18133350,Phan Lan Bình,7510102C,28.5,3.8900001,780,2018,2,1
18133351,?? Ái H?i,7510202C,28.75,1.76,3862,2018,1,2
18133352,Bùi Trâm Tri?u,7510206A,16.25,0.76999998,3651,2018,2,3
18133353,H? Ng?c ?an,7510302N,23.75,4.3400002,923,2018,1,2
18133354,Ngô Ái Long,7510202A,18.75,2.72,2641,2018,2,3
18133355,Lý Thi?n Anh,7480108C,17.75,5.5700002,1425,2018,1,1
18133356,Tr?n An H?nh,7510302N,17.25,4.3800001,3462,2018,3,1
18133357,V? ?ình Giang,7510402,29.5,9.8500004,1626,2018,2,1
18133358,Lê Qu?nh Th?ch,7210404,17.25,6.29,776,2018,3,3
18133359,Bùi Hoàng Vi?t,7510601,15.25,9.8699999,2306,2018,2,2
18133360,Phan Công  Tài,7510303C,23.25,9.5900002,3372,2018,3,1
18133361,Lê Trâm Ngân,7510601,19.75,3.6700001,2118,2018,1,3
18133362,Phan Hoài Vi?t,7510205,16.75,8.0299997,3403,2018,3,3
18133363,Bùi Vân Bình,7510801C,24.25,3.49,786,2018,3,2
18133364,Tr?n Anh S?n,7540101A,16.75,9.2799997,2896,2018,2,2
18133365,Ph?m ??c Mi,7510203,29.75,8.9499998,2063,2018,4,3
18133366,D??ng Hoài Bích,7340301C,15.5,9.54,2879,2018,3,1
18133367,Phan Ái Ân,7140231,17.5,5.0999999,1110,2018,2,1
18133368,Hu?nh Th?o Sang,7510801,27.75,5.6300001,3355,2018,2,3
18133369,Ngô Gia Minh,7510209,19.5,3.3,2272,2018,2,3
18133370,Nguy?n Khánh Ph??ng,7510601,22.5,3.1500001,3338,2018,4,2
18133371,Hoàng Y?n Thiên,7510301,16.75,8.5600004,1444,2018,2,1
18133372,Hu?nh Duy Mai,7510601A,24.5,4.6199999,1998,2018,4,2
18133373,Bùi Lan Thành,7510605,19.25,7.2600002,2107,2018,3,2
18133374,Nguy?n Công Nhi,7210403,29.75,0.15000001,2639,2018,2,2
18133375,Lý Anh Mai,7510202A,28.5,5.52,2750,2018,3,3
18133376,H? ?ình Mai,7510601,15.5,3.3099999,3900,2018,1,1
18133377,Hu?nh M?nh L?i,7810202,17.25,7.9699998,711,2018,4,3
18133378,??ng Duy An,1510201C,25.25,9.9399996,3663,2018,2,3
18133379,H? Mai ??t,7510303,23.75,2.9300001,1244,2018,4,3
18133380,H? Thành ??t,7510302C,16.75,1.92,194,2018,1,2
18133381,Lê Công B?ng,7510601,16.75,8.4499998,3590,2018,2,2
18133382,Tr?n Lan L?i,7510203C,20.5,3.1199999,1955,2018,3,1
18133383,Nguy?n Th?y Lan,7210403,25.5,0.23999999,1293,2018,4,2
18133384,Ngô Duy Sang,7510601,28.5,7.3600001,3987,2018,4,1
18133385,Lê Anh Tín,7510202,26.25,5.9000001,1768,2018,3,1
18133386,Ngô Hi?u B?o,7210404C,21.25,5.0700002,3820,2018,3,3
18133387,H? Ng?c Tín,7540209C,17.5,9.4899998,2485,2018,2,3
18133388,Ph?m Gia Minh,7480201,28.5,9.7200003,2056,2018,3,1
18133389,Hu?nh Hi?u Châu,7510206,29.25,5.46,21,2018,1,1
18133390,Tr?n Nh? Bích,7510206A,18.75,9.1899996,3422,2018,3,1
18133391,D??ng Gia Tri?u,7510301,25.5,0.93000001,3120,2018,4,1
18133392,H? B?o Ân,7510302,16.5,3.0699999,212,2018,4,2
18133393,Ph?m Nh? ??c,7140231,28.5,4.79,1075,2018,2,2
18133394,Hoàng Thi?n Giang,7480201A,27.25,3.8599999,3083,2018,2,2
18133395,Hoàng V?  Tài,7510206,15.75,7.5799999,953,2018,3,3
18133396,Lý Xuân Minh,7510202,26.25,1.4299999,2110,2018,3,2
18133397,Hu?nh B?o Hi?n,7510205C,16.75,5.9400001,217,2018,2,2
18133398,?? Ng?c Mi,7810202,17.5,8.2399998,1504,2018,4,1
18133399,??ng Lan Ái,7510801,18.5,3.73,726,2018,1,1
18133400,H? Tu?n Hi?n,7510801C,27.5,3.29,1019,2018,3,2
18133401,Bùi Vi  Tài,7510209,29.25,0.92000002,730,2018,2,1
18133402,H? Gia Ph??ng,7480108C,27.75,7.3200002,2775,2018,2,3
18133403,Bùi Khánh Tú,7480203,17.75,0.56,2095,2018,1,2
18133404,Hoàng Lan Bình,7520212,18.25,5.9899998,2034,2018,1,3
18133405,V? Kh?i H?i,7540101A,15.25,7.9899998,1169,2018,1,1
18133406,??ng An ??c,7510201,23.75,0.95999998,3913,2018,2,3
18133407,Bùi Tu?n Hoa,1510201C,19.25,5.0599999,3632,2018,1,3
18133408,D??ng Công S?n,7540101C,21.5,3.4300001,2144,2018,4,3
